-26.353;-60.9;-50.236;0
-26.344;-60.906;-50.242;0
-26.344;-60.906;-50.237;0
-24.334;-60.901;-43.777;0
-24.329;-60.902;-43.772;0
-24.324;-60.905;-43.777;0
-19.36;-60.891;-39.187;0
-19.351;-60.902;-39.197;0
-19.338;-60.904;-39.194;0
-12.736;-60.896;-37.717;0
-12.729;-60.902;-37.724;0
-12.725;-60.902;-37.726;0
-6.284;-60.896;-39.758;0
-6.285;-60.898;-39.759;0
-6.281;-60.898;-39.761;0
-1.719;-60.897;-44.747;0
-1.724;-60.901;-44.747;0
-1.716;-60.898;-44.752;0
-0.26;-60.899;-51.323;0
-0.266;-60.903;-51.326;0
-0.26;-60.899;-51.327;0
-2.285;-60.904;-57.767;0
-2.291;-60.905;-57.769;0
-2.286;-60.903;-57.764;0
-7.247;-60.906;-62.326;0
-7.248;-60.905;-62.33;0
-7.245;-60.905;-62.329;0
-13.822;-60.904;-63.811;0
-13.826;-60.905;-63.81;0
-13.819;-60.907;-63.809;0
-20.272;-60.904;-61.805;0
-20.27;-60.905;-61.805;0
-20.264;-60.909;-61.802;0
-24.856;-60.908;-56.839;0
-24.86;-60.907;-56.835;0
-24.857;-60.908;-56.843;0
